first_time_homebuyer_flag,borrowers_num,orig_UPB,orig_interest_rate,program_ind,zero_balance_effective_date,loan_purpose,LTV,units_numb,id_loan,maturity_date,occupancy_status,period,DTI_ratio,orig_loan_term,channel,Unnamed: 0,first_payment_date,cens,CLTV,MI_%,property_state,zero_balance_code,postal_code,MI_cancel_flag,int_only_flag,PPM_flag,property_type,property_val_method,time,amortization_type,service_name,seller_name
N,1,68000,6.75,9,201707.0,P,44,1,F99Q10562478,202904,P,2017-07-01,37,360,T,419124,199905,True,44,0,MN,1.0,55400,9,N,N,SF,9,221,FRM,"JPMORGAN CHASE BANK, N.A.","LASALLE BANK, FSB"
N,1,75000,6.625,9,,P,80,1,F99Q10562494,202903,P,2017-12-01,34,360,T,419138,199904,False,80,0,TX,-1.0,77000,9,N,N,SF,9,227,FRM,"JPMORGAN CHASE BANK, N.A.","LASALLE BANK, FSB"
N,2,70000,6.5,9,,N,61,1,F99Q10562534,202903,P,2017-12-01,19,360,T,419173,199904,False,61,0,NC,-1.0,27500,9,N,N,SF,9,227,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,85000,6.375,9,,P,54,1,F99Q10562564,202903,P,2017-12-01,29,360,T,419194,199904,False,54,0,LA,-1.0,70700,9,N,N,SF,9,227,FRM,"JPMORGAN CHASE BANK, N.A.","LASALLE BANK, FSB"
N,2,83000,6.75,9,,C,75,1,F99Q10562591,202904,P,2017-12-01,22,360,T,419219,199905,False,75,0,NC,-1.0,27200,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,45000,6.75,9,,P,70,2,F99Q10562616,202903,I,2017-12-01,38,360,T,419243,199904,False,70,0,FL,-1.0,33800,9,N,N,SF,9,227,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,65000,6.5,9,,N,80,1,F99Q10562622,202904,S,2017-12-01,5,360,T,419249,199905,False,80,0,FL,-1.0,33100,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,60000,6.625,9,,N,80,1,F99Q10562624,202903,P,2017-12-01,15,360,T,419252,199904,False,80,0,OH,-1.0,43200,9,N,N,SF,9,227,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,71000,7.5,9,,N,65,2,F99Q10562633,202904,I,2017-12-01,37,360,T,419262,199905,False,65,0,NY,-1.0,12400,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,20000,7.5,9,,P,70,1,F99Q10562634,202903,I,2017-12-01,10,360,T,419264,199904,False,70,0,TX,-1.0,77800,9,N,N,CO,9,227,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,38000,7.5,9,,N,53,1,F99Q10562635,202904,I,2017-12-01,24,360,T,419266,199905,False,53,0,FL,-1.0,34700,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,70000,7.375,9,,P,80,1,F99Q10562642,202904,P,2017-12-01,35,360,T,419272,199905,False,80,0,TX,-1.0,77300,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,63000,7.25,9,,N,77,2,F99Q10562702,202903,I,2017-12-01,44,360,T,419320,199904,False,77,20,LA,-1.0,70000,9,N,N,SF,9,227,FRM,"CITIMORTGAGE, INC.","LASALLE BANK, FSB"
N,2,81000,6.875,9,201708.0,C,80,1,F99Q10562745,202904,P,2017-08-01,22,360,T,419356,199905,True,80,17,MI,1.0,48700,9,N,N,SF,9,222,FRM,"CITIMORTGAGE, INC.","LASALLE BANK, FSB"
N,1,85000,7.25,9,201707.0,C,68,1,F99Q10562751,202903,P,2017-07-01,17,360,T,419362,199904,True,68,0,MO,1.0,63100,9,N,N,SF,9,222,FRM,"JPMORGAN CHASE BANK, N.A.","LASALLE BANK, FSB"
N,2,47000,7.0,9,,C,73,1,F99Q10562794,202903,P,2017-12-01,16,360,T,419396,199904,False,73,0,KY,-1.0,41000,9,N,N,SF,9,227,FRM,"CITIMORTGAGE, INC.","LASALLE BANK, FSB"
N,1,58000,7.0,9,,N,77,1,F99Q10562809,202904,P,2017-12-01,7,360,T,419410,199905,False,77,0,MI,-1.0,48000,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,55000,6.875,9,,N,32,1,F99Q10562813,202904,P,2017-12-01,14,360,T,419415,199905,False,32,0,MI,-1.0,48100,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,60000,6.875,9,,N,77,1,F99Q10562817,202904,P,2017-12-01,9,360,T,419420,199905,False,77,0,MI,-1.0,48100,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,74000,6.875,9,,N,80,1,F99Q10562822,202903,P,2017-12-01,28,360,T,419426,199904,False,80,0,IL,-1.0,60600,9,N,N,SF,9,227,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,83000,7.25,9,201709.0,N,77,1,F99Q10562823,202904,P,2017-09-01,22,360,T,419428,199905,True,77,0,NC,1.0,28300,9,N,N,SF,9,223,FRM,"JPMORGAN CHASE BANK, N.A.","LASALLE BANK, FSB"
N,2,77000,7.0,9,,C,80,1,F99Q10562834,202904,P,2017-12-01,33,360,T,419438,199905,False,80,17,IA,-1.0,52200,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,65000,7.0,9,,C,80,1,F99Q10562893,202904,P,2017-12-01,57,360,T,419483,199905,False,80,17,FL,-1.0,33400,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,55000,6.875,9,,N,78,1,F99Q10562951,202904,S,2017-12-01,48,360,T,419530,199905,False,78,0,TX,-1.0,77300,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,75000,6.875,9,201708.0,N,69,1,F99Q10562992,202904,P,2017-08-01,37,360,T,419564,199905,True,69,0,IL,1.0,60000,9,N,N,SF,9,222,FRM,"CITIMORTGAGE, INC.","LASALLE BANK, FSB"
N,1,43000,7.0,9,,C,60,1,F99Q10563003,202904,P,2017-12-01,12,360,T,419576,199905,False,60,0,LA,-1.0,71100,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,60000,7.25,9,201707.0,C,75,1,F99Q10563004,202904,P,2017-07-01,46,360,T,419578,199905,True,75,0,NY,1.0,14600,9,N,N,SF,9,221,FRM,"CITIMORTGAGE, INC.","LASALLE BANK, FSB"
N,2,128000,6.75,9,,P,80,1,F99Q10563066,202904,P,2017-12-01,35,360,T,419620,199905,False,80,0,NY,-1.0,11700,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,204000,6.625,9,,P,80,1,F99Q10563119,202904,P,2017-12-01,42,360,T,419660,199905,False,80,0,TX,-1.0,76200,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,116000,6.75,9,201705.0,P,80,1,F99Q10563132,202903,S,2017-05-01,36,360,T,419670,199904,True,80,0,FL,1.0,32400,9,N,N,CO,9,220,FRM,"JPMORGAN CHASE BANK, N.A.","LASALLE BANK, FSB"
N,2,112000,6.75,9,,P,79,1,F99Q10563182,202903,P,2017-12-01,32,360,T,419703,199904,False,79,0,TX,-1.0,75000,9,N,N,SF,9,227,FRM,"JPMORGAN CHASE BANK, N.A.","LASALLE BANK, FSB"
N,2,143000,6.75,9,,N,78,1,F99Q10563214,202904,P,2017-12-01,31,360,T,419726,199905,False,78,0,TX,-1.0,78700,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,160000,6.625,9,,P,80,1,F99Q10563260,202903,P,2017-12-01,23,360,T,419762,199904,False,80,0,TX,-1.0,78000,9,N,N,SF,9,227,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,146000,6.5,9,,P,80,1,F99Q10563267,202903,P,2017-12-01,39,360,T,419768,199904,False,80,0,TX,-1.0,77000,9,N,N,SF,9,227,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,90000,6.625,9,,P,35,1,F99Q10563293,202904,P,2017-12-01,32,360,T,419788,199905,False,35,0,TX,-1.0,77400,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,150000,7.125,9,,P,75,1,F99Q10563496,202903,P,2017-12-01,29,360,T,419914,199904,False,75,0,NY,-1.0,11700,9,N,N,SF,9,227,FRM,"CITIMORTGAGE, INC.","LASALLE BANK, FSB"
N,2,52000,7.35,9,,P,57,1,F99Q10563763,202904,P,2017-12-01,17,360,R,420091,199905,False,58,0,WI,-1.0,54700,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,1,58000,6.875,9,,P,80,4,F99Q10563787,202904,P,2017-12-01,28,360,T,420094,199905,False,80,0,CA,-1.0,95500,9,N,N,SF,9,226,FRM,"WELLS FARGO BANK, N.A.","NORWEST MORTGAGE, INC."
N,1,55000,6.625,9,,N,79,1,F99Q10563792,201903,P,2017-12-01,20,240,T,420100,199904,False,79,0,OH,-1.0,43100,9,N,N,SF,9,227,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,43000,6.75,9,,C,72,1,F99Q10563805,201904,P,2017-12-01,27,240,T,420114,199905,False,72,0,OH,-1.0,44300,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,68000,6.875,9,,N,90,1,F99Q10563826,201904,P,2017-12-01,38,240,T,420136,199905,False,90,12,OH,-1.0,44000,9,N,N,SF,9,226,FRM,"CITIMORTGAGE, INC.","LASALLE BANK, FSB"
N,1,55000,7.0,9,,N,71,1,F99Q10563836,201904,P,2017-12-01,35,240,T,420147,199905,False,71,0,OH,-1.0,45200,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,60000,7.625,9,201701.0,C,40,1,F99Q10563880,202904,P,2017-01-01,45,360,T,420191,199905,True,40,0,NY,1.0,10000,9,N,N,CO,9,215,FRM,"JPMORGAN CHASE BANK, N.A.",CHASE MANHATTAN MORTGAGE CORPORATION
N,1,27000,7.625,9,,P,90,1,F99Q10563882,202904,P,2017-12-01,26,360,T,420194,199905,False,90,25,NY,-1.0,10500,9,N,N,CO,9,226,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,2,105000,7.625,9,,P,95,1,F99Q10563944,202903,P,2017-12-01,18,360,T,420256,199904,False,95,30,FL,-1.0,33100,9,N,N,SF,9,227,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,2,83000,8.0,9,,N,90,1,F99Q10564018,202903,P,2017-12-01,20,360,T,420330,199904,False,90,29,NC,-1.0,28800,9,N,N,SF,9,227,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,2,102000,7.75,9,,N,90,1,F99Q10564237,202903,P,2017-12-01,44,360,T,420502,199904,False,90,29,NC,-1.0,28000,9,N,N,SF,9,227,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,1,60000,7.875,9,,N,78,1,F99Q10564368,202904,I,2017-12-01,28,360,T,420612,199905,False,78,0,AZ,-1.0,85200,9,N,N,SF,9,226,FRM,"WELLS FARGO BANK, N.A.","NORWEST MORTGAGE, INC."
N,1,75000,7.0,9,,C,80,1,F99Q10564413,202904,P,2017-12-01,28,360,T,420658,199905,False,80,0,FL,-1.0,32800,9,N,N,SF,9,226,FRM,Other servicers,"NORWEST MORTGAGE, INC."
N,2,47000,7.25,9,,C,73,1,F99Q10564418,202904,P,2017-12-01,28,360,R,420664,199905,False,73,0,ME,-1.0,4400,9,N,N,SF,9,226,FRM,Other servicers,"NORWEST MORTGAGE, INC."
N,2,105000,6.75,9,,C,79,1,F99Q10564461,202904,P,2017-12-01,60,360,T,420708,199905,False,79,0,IL,-1.0,62200,9,N,N,SF,9,226,FRM,Other servicers,"CENDANT MORTGAGE CORPORATION, DBA PHH MORTGAGE SERVICES, INC"
N,2,130000,7.0,9,,C,76,1,F99Q10564542,202904,P,2017-12-01,49,360,T,420790,199905,False,76,0,OR,-1.0,97300,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,1,128000,7.0,9,201705.0,C,70,1,F99Q10564556,202904,P,2017-05-01,50,360,R,420805,199905,True,70,0,WA,1.0,98000,9,N,N,SF,9,219,FRM,Other servicers,Other sellers
N,2,168000,7.625,9,,P,80,1,F99Q10564600,202904,I,2017-12-01,16,360,T,420850,199905,False,80,0,WA,-1.0,98500,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,2,100000,6.875,9,,C,62,2,F99Q10564680,202904,P,2017-12-01,25,360,T,420906,199905,False,62,0,NH,-1.0,3000,9,N,N,SF,9,226,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,2,143000,6.875,9,,N,72,1,F99Q10564685,202904,P,2017-12-01,21,360,T,420911,199905,False,72,0,OH,-1.0,44000,9,N,N,SF,9,226,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,2,100000,6.875,9,,N,75,1,F99Q10564783,202903,S,2017-12-01,50,360,T,421001,199904,False,75,0,FL,-1.0,33400,9,N,N,CO,9,227,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,2,112000,7.0,9,201705.0,N,73,1,F99Q10564905,202902,P,2017-05-01,52,360,T,421124,199903,True,73,0,FL,1.0,32300,9,N,N,PU,9,221,FRM,"JPMORGAN CHASE BANK, N.A.",CHASE MANHATTAN MORTGAGE CORPORATION
N,2,124000,7.0,9,201706.0,C,90,2,F99Q10564947,202903,P,2017-06-01,19,360,T,421167,199904,True,90,25,PA,1.0,19100,9,N,N,SF,9,221,FRM,"JPMORGAN CHASE BANK, N.A.",CHASE MANHATTAN MORTGAGE CORPORATION
N,2,120000,7.0,9,,N,52,1,F99Q10564959,202903,S,2017-12-01,8,360,T,421180,199904,False,52,0,FL,-1.0,33100,9,N,N,CO,9,227,FRM,"JPMORGAN CHASE BANK, N.A.",CHASE MANHATTAN MORTGAGE CORPORATION
N,1,104000,7.0,9,201705.0,N,85,1,F99Q10564976,202904,P,2017-05-01,52,360,R,421198,199905,True,85,14,MD,1.0,21800,9,N,N,SF,9,219,FRM,"JPMORGAN CHASE BANK, N.A.",CHASE MANHATTAN MORTGAGE CORPORATION
N,2,53000,7.25,9,,P,70,1,F99Q10564991,202904,P,2017-12-01,36,360,R,421213,199905,False,70,0,NY,-1.0,10000,9,N,N,CO,9,226,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,2,180000,7.25,9,,N,71,1,F99Q10565061,202904,P,2017-12-01,16,360,T,421278,199905,False,71,0,MI,-1.0,48200,9,N,N,SF,9,226,FRM,"WELLS FARGO BANK, N.A.",CHASE MANHATTAN MORTGAGE CORPORATION
N,2,178000,7.25,9,201702.0,N,80,1,F99Q10565066,202904,P,2017-02-01,26,360,T,421283,199905,True,80,0,IL,1.0,60000,9,N,N,SF,9,216,FRM,"WELLS FARGO BANK, N.A.",CHASE MANHATTAN MORTGAGE CORPORATION
N,2,157000,6.375,9,201712.0,N,79,1,F99Q10565087,201904,P,2017-12-01,54,240,T,421298,199905,True,79,0,MD,1.0,21000,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
Y,2,40000,6.5,9,,P,35,1,F99Q10565163,202902,P,2017-12-01,14,360,T,421374,199903,False,35,0,NJ,-1.0,8700,9,N,N,CO,9,228,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,2,99000,7.0,9,,P,80,1,F99Q10565267,202904,P,2017-12-01,28,360,T,421476,199905,False,80,0,LA,-1.0,70700,9,N,N,SF,9,226,FRM,Other servicers,"NORWEST MORTGAGE, INC."
N,1,61000,6.875,9,,C,80,1,F99Q10565278,202904,P,2017-12-01,28,360,T,421488,199905,False,80,0,FL,-1.0,32100,9,N,N,SF,9,226,FRM,Other servicers,"NORWEST MORTGAGE, INC."
N,2,79000,7.0,9,,N,51,1,F99Q10565294,202904,P,2017-12-01,28,360,T,421505,199905,False,51,0,WA,-1.0,98200,9,N,N,SF,9,226,FRM,Other servicers,"NORWEST MORTGAGE, INC."
N,1,44000,7.25,9,,N,80,1,F99Q10565332,202904,P,2017-12-01,28,360,T,421544,199905,False,80,0,FL,-1.0,32100,9,N,N,SF,9,226,FRM,Other servicers,"NORWEST MORTGAGE, INC."
N,2,87000,6.75,9,,N,69,1,F99Q10565430,202903,P,2017-12-01,50,360,T,421642,199904,False,69,0,FL,-1.0,33100,9,N,N,PU,9,227,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,1,108000,6.75,9,,C,80,1,F99Q10565465,202904,P,2017-12-01,41,360,T,421673,199905,False,80,0,WA,-1.0,98500,9,N,N,SF,9,226,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,1,135000,6.75,9,201701.0,P,90,1,F99Q10565475,202903,P,2017-01-01,40,360,T,421681,199904,True,90,25,AZ,1.0,85200,9,N,N,CO,9,216,FRM,"JPMORGAN CHASE BANK, N.A.",CHASE MANHATTAN MORTGAGE CORPORATION
N,2,76000,7.5,9,201712.0,N,84,1,F99Q10565678,201903,P,2017-12-01,15,240,R,421873,199904,True,84,6,TX,1.0,79400,9,N,N,SF,9,227,FRM,Other servicers,Other sellers
N,1,84000,7.5,9,,C,50,1,F99Q10565825,202904,P,2017-12-01,23,360,R,422004,199905,False,50,0,CA,-1.0,92100,9,N,N,SF,9,226,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,2,122000,7.5,9,,P,95,1,F99Q10565870,202903,P,2017-12-01,39,360,T,422050,199904,False,95,30,AZ,-1.0,85000,9,N,N,PU,9,227,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,2,92000,6.875,9,201705.0,C,62,1,F99Q10566012,202904,P,2017-05-01,28,360,T,422189,199905,True,62,0,AR,1.0,72400,9,N,N,SF,9,219,FRM,"WELLS FARGO BANK, N.A.","NORWEST MORTGAGE, INC."
N,1,65000,6.75,9,,C,75,1,F99Q10566033,202404,P,2017-12-01,28,300,T,422211,199905,False,75,0,AZ,-1.0,85200,9,N,N,SF,9,226,FRM,Other servicers,"NORWEST MORTGAGE, INC."
N,1,36000,6.0,9,201707.0,N,37,1,F99Q10566091,202903,P,2017-07-01,22,360,T,422260,199904,True,37,0,CT,1.0,6300,9,N,N,SF,9,222,FRM,"CITIMORTGAGE, INC.","LASALLE BANK, FSB"
N,2,170000,6.25,9,,P,80,1,F99Q10566099,202903,P,2017-12-01,23,360,T,422268,199904,False,80,0,NY,-1.0,10500,9,N,N,SF,9,227,FRM,"CITIMORTGAGE, INC.","LASALLE BANK, FSB"
N,2,69000,6.125,9,201703.0,C,72,1,F99Q10566219,202903,P,2017-03-01,24,360,T,422373,199904,True,72,0,OH,1.0,43300,9,N,N,SF,9,218,FRM,"CITIMORTGAGE, INC.","LASALLE BANK, FSB"
N,2,100000,6.375,9,,P,63,1,F99Q10566479,202903,P,2017-12-01,42,360,T,422586,199904,False,63,0,MA,-1.0,2500,9,N,N,SF,9,227,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,100000,7.0,9,,C,75,1,F99Q10566935,202904,P,2017-12-01,54,360,T,422954,199905,False,75,0,OH,-1.0,44000,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,94000,6.75,9,,N,79,1,F99Q10567306,202903,P,2017-12-01,48,360,T,423236,199904,False,79,0,OH,-1.0,43200,9,N,N,SF,9,227,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,71000,7.25,9,,N,70,1,F99Q10567394,202904,P,2017-12-01,32,360,T,423304,199905,False,70,0,MI,-1.0,48000,9,N,N,CO,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,75000,6.875,9,201708.0,C,66,1,F99Q10567463,201904,P,2017-08-01,21,240,R,423352,199905,True,66,0,MI,1.0,48000,9,N,N,SF,9,222,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,60000,7.0,9,,N,61,1,F99Q10567495,202904,P,2017-12-01,48,360,R,423383,199905,False,61,0,FL,-1.0,32700,9,N,N,SF,9,226,FRM,"JPMORGAN CHASE BANK, N.A.",CHASE MANHATTAN MORTGAGE CORPORATION
N,1,83000,7.25,9,,P,95,1,F99Q10567653,202904,P,2017-12-01,21,360,T,423442,199905,False,95,30,FL,-1.0,33100,9,N,N,CO,9,226,FRM,"WELLS FARGO BANK, N.A.",CHASE MANHATTAN MORTGAGE CORPORATION
N,2,120000,6.75,9,,C,63,1,F99Q10567682,202904,P,2017-12-01,31,360,T,423461,199905,False,63,0,MN,-1.0,55300,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,2,142000,6.875,9,,N,53,1,F99Q10567982,202904,P,2017-12-01,20,360,T,423542,199905,False,53,0,OH,-1.0,44700,9,N,N,SF,9,226,FRM,Other servicers,Other sellers
N,1,35000,6.25,9,,C,45,1,F99Q10568052,202904,P,2017-12-01,16,360,R,423576,199905,False,45,0,MI,-1.0,48100,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
Y,1,62000,6.25,9,201704.0,P,80,1,F99Q10568053,202904,P,2017-04-01,17,360,R,423578,199905,True,80,0,MI,1.0,48000,9,N,N,CO,9,218,FRM,"CITIMORTGAGE, INC.","LASALLE BANK, FSB"
N,1,35000,6.25,9,,N,50,1,F99Q10568057,202904,P,2017-12-01,21,360,R,423583,199905,False,50,0,MI,-1.0,48300,9,N,N,CO,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
Y,2,100000,6.25,9,,P,32,1,F99Q10568104,202904,P,2017-12-01,31,360,R,423629,199905,False,32,0,MI,-1.0,49200,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,50000,6.25,9,,C,74,1,F99Q10568127,202904,P,2017-12-01,20,360,R,423653,199905,False,74,0,MI,-1.0,48100,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,167000,6.25,9,201704.0,N,20,1,F99Q10568133,202708,P,2017-04-01,43,340,R,423660,199905,True,20,0,MI,1.0,48300,9,N,N,SF,9,218,FRM,"CITIMORTGAGE, INC.","LASALLE BANK, FSB"
N,1,85000,6.0,9,,C,25,1,F99Q10568134,202904,P,2017-12-01,22,360,R,423662,199905,False,25,0,MI,-1.0,48100,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,92000,6.25,9,,C,79,1,F99Q10568155,202904,P,2017-12-01,32,360,R,423682,199905,False,79,0,MI,-1.0,49000,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,98000,6.25,9,,N,79,1,F99Q10568165,202904,P,2017-12-01,34,360,R,423692,199905,False,79,0,MI,-1.0,48100,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,124000,6.25,9,,N,67,1,F99Q10568179,202904,P,2017-12-01,32,360,R,423707,199905,False,67,0,MI,-1.0,48100,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,136000,6.25,9,,N,65,1,F99Q10568186,202904,P,2017-12-01,24,360,R,423715,199905,False,65,0,MI,-1.0,48100,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,56000,6.5,9,,C,80,1,F99Q10568225,201904,P,2017-12-01,19,240,T,423754,199905,False,80,0,OH,-1.0,43000,9,N,N,SF,9,226,FRM,"JPMORGAN CHASE BANK, N.A.",CHASE MANHATTAN MORTGAGE CORPORATION
N,2,77000,6.75,9,201708.0,N,77,1,F99Q10568236,201903,P,2017-08-01,26,240,T,423766,199904,True,77,0,NY,1.0,11700,9,N,N,SF,9,223,FRM,"JPMORGAN CHASE BANK, N.A.",CHASE MANHATTAN MORTGAGE CORPORATION
N,2,162000,6.375,9,,N,76,1,F99Q10568328,201404,P,2017-12-01,55,180,R,423851,199905,False,76,0,FL,-1.0,32800,9,N,N,PU,9,226,FRM,Other servicers,"CENDANT MORTGAGE CORPORATION, DBA PHH MORTGAGE SERVICES, INC"
N,1,58000,7.5,9,,P,80,1,F99Q10568468,202904,P,2017-12-01,16,360,T,423885,199905,False,80,0,NY,-1.0,11200,9,N,N,CO,9,226,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,1,45000,7.5,9,,C,80,1,F99Q10568483,202904,P,2017-12-01,8,360,T,423900,199905,False,80,0,OH,-1.0,44300,9,N,N,SF,9,226,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,1,48000,7.75,9,,P,80,1,F99Q10568523,202904,P,2017-12-01,26,360,T,423923,199905,False,80,0,NY,-1.0,10700,9,N,N,CO,9,226,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
Y,2,47000,7.625,9,,P,80,1,F99Q10568533,202904,P,2017-12-01,34,360,T,423934,199905,False,80,0,CA,-1.0,92500,9,N,N,SF,9,226,FRM,Other servicers,CHASE MANHATTAN MORTGAGE CORPORATION
N,2,112000,7.0,9,201709.0,N,80,1,F99Q10568554,201904,P,2017-09-01,50,240,R,423955,199905,True,80,0,NJ,1.0,7000,9,N,N,SF,9,223,FRM,"WELLS FARGO BANK, N.A.",CHASE MANHATTAN MORTGAGE CORPORATION
N,1,64000,6.375,9,,C,80,1,F99Q10568639,202904,P,2017-12-01,41,360,R,424003,199905,False,80,12,MI,-1.0,48200,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,72000,6.625,9,,N,76,1,F99Q10568667,202904,P,2017-12-01,22,360,R,424030,199905,False,76,0,MI,-1.0,48300,9,N,N,CO,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,60000,6.375,9,,C,69,1,F99Q10568700,202904,P,2017-12-01,49,360,R,424056,199905,False,69,0,MI,-1.0,49700,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,80000,7.0,9,,P,80,1,F99Q10568740,202904,P,2017-12-01,28,360,R,424096,199905,False,80,0,MI,-1.0,48000,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,43000,6.875,9,,C,79,1,F99Q10568785,202904,P,2017-12-01,31,360,R,424124,199905,False,79,0,OH,-1.0,43600,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,50000,6.875,9,,N,72,1,F99Q10568841,202904,P,2017-12-01,30,360,R,424180,199905,False,72,0,MI,-1.0,48300,9,N,N,CO,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,44000,7.75,9,,P,80,1,F99Q10568962,202904,I,2017-12-01,28,360,T,424299,199905,False,80,0,OR,-1.0,97500,9,N,N,SF,9,226,FRM,"WELLS FARGO BANK, N.A.","NORWEST MORTGAGE, INC."
N,2,67000,7.375,9,,N,86,1,F99Q10568997,202904,P,2017-12-01,28,360,T,424335,199905,False,86,25,NV,-1.0,89000,9,N,N,SF,9,226,FRM,Other servicers,"NORWEST MORTGAGE, INC."
N,2,150000,6.375,9,,P,60,1,F99Q10569047,202904,P,2017-12-01,26,360,R,424384,199905,False,60,0,MI,-1.0,48300,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,170000,6.375,9,,C,74,1,F99Q10569052,202904,P,2017-12-01,48,360,R,424390,199905,False,74,0,MI,-1.0,48000,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,2,89000,6.375,9,,N,71,1,F99Q10569068,202904,P,2017-12-01,27,360,R,424405,199905,False,71,0,MI,-1.0,48000,9,N,N,SF,9,226,FRM,Other servicers,"LASALLE BANK, FSB"
N,1,52000,7.25,9,,C,61,1,F99Q10569115,202904,P,2017-12-01,28,360,T,424453,199905,False,61,0,IN,-1.0,46300,9,N,N,SF,9,226,FRM,Other servicers,"NORWEST MORTGAGE, INC."
