first_time_homebuyer_flag,borrowers_num,orig_UPB,orig_interest_rate,program_ind,zero_balance_effective_date,loan_purpose,LTV,units_numb,id_loan,maturity_date,occupancy_status,period,DTI_ratio,orig_loan_term,channel,Unnamed: 0,first_payment_date,cens,CLTV,MI_%,property_state,zero_balance_code,postal_code,MI_cancel_flag,int_only_flag,PPM_flag,property_type,property_val_method,time,amortization_type,service_name,seller_name
N,1,59000,6.875,9,,N,41,1,F99Q10140710,202902,P,2017-12-01,19,360,R,106697,199903,False,41,0,FL,-1.0,33000,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,95000,6.875,9,,N,48,1,F99Q10140838,202902,P,2017-12-01,41,360,T,106826,199903,False,48,0,MA,-1.0,2000,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,94000,6.875,9,,N,55,4,F99Q10140892,202902,I,2017-12-01,27,360,T,106879,199903,False,55,0,LA,-1.0,70000,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,44000,6.75,9,,N,25,1,F99Q10141223,202902,P,2017-12-01,15,360,T,107198,199903,False,25,0,CA,-1.0,91300,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,113000,6.75,9,,N,67,1,F99Q10141224,202902,P,2017-12-01,34,360,T,107200,199903,False,67,0,CA,-1.0,91700,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,94000,6.75,9,,C,80,1,F99Q10141226,202902,P,2017-12-01,31,360,T,107203,199903,False,80,17,MI,-1.0,49600,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,102000,6.75,9,,C,80,1,F99Q10141283,202902,P,2017-12-01,33,360,T,107261,199903,False,80,0,WA,-1.0,99000,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,81000,6.75,9,,N,88,1,F99Q10141293,202902,P,2017-12-01,25,360,T,107272,199903,False,88,25,CO,-1.0,80900,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,54000,6.75,9,,N,68,1,F99Q10141301,202903,P,2017-12-01,9,360,T,107281,199904,False,68,0,WI,-1.0,53400,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
Y,1,99000,6.625,9,,P,90,1,F99Q10141418,202902,P,2017-12-01,38,360,T,107399,199903,False,90,25,CO,-1.0,80500,9,N,N,PU,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,120000,6.875,9,,P,80,1,F99Q10141432,202903,P,2017-12-01,25,360,R,107414,199904,False,80,0,PA,-1.0,19300,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,182000,7.0,9,,N,90,1,F99Q10141607,202902,P,2017-12-01,34,360,R,107589,199903,False,90,25,NY,-1.0,11400,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,184000,7.125,9,,C,80,1,F99Q10141691,202902,P,2017-12-01,32,360,T,107674,199903,False,80,12,MA,-1.0,2000,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,64000,6.5,9,201703.0,N,58,1,F99Q10141733,201902,P,2017-03-01,32,240,T,107717,199903,True,58,0,NC,1.0,27000,9,N,N,SF,9,219,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,60000,7.0,9,,C,62,1,F99Q10141739,201902,P,2017-12-01,17,240,T,107724,199903,False,62,0,PA,-1.0,19400,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,68000,6.5,9,,C,70,1,F99Q10141800,202902,P,2017-12-01,15,360,T,107786,199903,False,70,0,NV,-1.0,89800,9,N,N,PU,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,50000,6.625,9,,P,38,1,F99Q10141805,202901,P,2017-12-01,41,360,T,107792,199902,False,38,0,MA,-1.0,2300,9,N,N,SF,9,229,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,24000,7.125,9,,C,75,1,F99Q10141810,202902,P,2017-12-01,9,360,T,107798,199903,False,75,0,MO,-1.0,64800,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,31000,6.875,9,,P,51,1,F99Q10141842,202902,P,2017-12-01,43,360,T,107831,199903,False,51,0,FL,-1.0,33100,9,N,N,CO,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,63000,7.0,9,,N,62,1,F99Q10141865,202902,P,2017-12-01,34,360,T,107855,199903,False,62,0,FL,-1.0,34600,9,N,N,PU,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,65000,7.125,9,,P,65,1,F99Q10141875,202902,P,2017-12-01,48,360,T,107866,199903,False,65,0,WA,-1.0,98000,9,N,N,CO,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,44000,6.875,9,,C,68,1,F99Q10141885,202902,P,2017-12-01,28,360,T,107877,199903,False,68,0,MI,-1.0,48000,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,58000,7.25,9,,C,80,1,F99Q10141901,202902,P,2017-12-01,17,360,T,107894,199903,False,80,0,AZ,-1.0,85200,9,N,N,CO,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,132000,7.0,9,,N,80,1,F99Q10141920,202902,P,2017-12-01,47,360,R,107914,199903,False,80,0,NY,-1.0,11500,9,N,N,CO,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,42000,7.75,9,,C,80,1,F99Q10142001,202902,P,2017-12-01,32,360,T,107996,199903,False,80,17,TN,-1.0,38100,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
Y,1,57000,6.375,9,201706.0,P,95,1,F99Q10142034,202903,P,2017-06-01,20,360,R,108019,199904,True,95,30,CT,1.0,6000,9,N,Y,SF,9,221,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,160000,6.75,9,201702.0,C,80,1,F99Q10142042,201402,P,2017-02-01,46,180,T,108028,199903,True,80,17,CT,2.0,6200,9,N,N,SF,9,218,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,104000,7.125,9,,N,90,1,F99Q10142149,201902,P,2017-12-01,18,240,R,108136,199903,False,90,12,TX,-1.0,77400,9,N,N,PU,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,66000,6.75,9,,C,65,1,F99Q10142198,202902,P,2017-12-01,26,360,T,108186,199903,False,65,0,CT,-1.0,6400,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,99000,6.75,9,,N,90,1,F99Q10142202,202902,P,2017-12-01,20,360,T,108191,199903,False,90,29,TX,-1.0,78600,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,92000,6.75,9,,N,80,1,F99Q10142203,202902,P,2017-12-01,32,360,T,108193,199903,False,80,0,TX,-1.0,78600,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,81000,6.75,9,,N,90,1,F99Q10142207,202902,P,2017-12-01,23,360,T,108198,199903,False,90,29,FL,-1.0,33100,9,N,N,CO,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
Y,1,67000,6.75,9,,P,75,1,F99Q10142277,202902,P,2017-12-01,27,360,T,108269,199903,False,75,0,CA,-1.0,93600,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,177000,6.75,9,,N,74,1,F99Q10142283,202903,P,2017-12-01,24,360,T,108276,199904,False,74,0,CA,-1.0,92800,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,63000,6.75,9,,N,14,1,F99Q10142318,202902,P,2017-12-01,33,360,T,108310,199903,False,14,0,CA,-1.0,90000,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,76000,6.0,9,201702.0,P,80,1,F99Q10142325,202902,P,2017-02-01,12,360,T,108317,199903,True,80,0,PA,1.0,19600,9,N,N,SF,9,218,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
Y,1,59000,6.625,9,,P,80,1,F99Q10142380,202902,P,2017-12-01,34,360,T,108373,199903,False,80,0,TX,-1.0,76000,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,56000,6.5,9,201704.0,C,75,1,F99Q10142421,202902,P,2017-04-01,28,360,R,108415,199903,True,75,0,AL,1.0,36000,9,N,N,SF,9,220,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,106000,6.625,9,,N,64,1,F99Q10142450,202902,P,2017-12-01,40,360,T,108445,199903,False,64,0,WA,-1.0,98500,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,117000,6.5,9,201708.0,N,90,1,F99Q10142458,202902,P,2017-08-01,26,360,T,108454,199903,True,90,25,OH,1.0,43100,9,N,N,SF,9,224,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,86000,6.875,9,,N,45,1,F99Q10142587,202902,P,2017-12-01,24,360,T,108584,199903,False,45,0,UT,-1.0,84000,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,89000,6.875,9,,N,72,1,F99Q10142664,202902,P,2017-12-01,8,360,T,108661,199903,False,72,0,CA,-1.0,92300,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
Y,1,40000,7.375,9,,P,95,1,F99Q10142683,202402,P,2017-12-01,14,300,T,108681,199903,False,95,30,IN,-1.0,46500,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,72000,7.0,9,,N,80,1,F99Q10142735,202902,P,2017-12-01,26,360,T,108732,199903,False,80,0,MI,-1.0,49500,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
Y,1,48000,7.0,9,,P,80,1,F99Q10142736,202902,P,2017-12-01,15,360,R,108734,199903,False,80,0,NY,-1.0,14400,9,N,N,CO,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,89000,6.5,9,,N,55,1,F99Q10143179,201903,P,2017-12-01,38,240,R,108913,199904,False,55,0,TX,-1.0,76200,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,100000,6.5,9,,N,77,1,F99Q10143180,201902,P,2017-12-01,42,240,R,108915,199903,False,77,0,PA,-1.0,17500,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,44000,6.875,9,,N,63,1,F99Q10143218,201903,P,2017-12-01,23,240,T,108954,199904,False,63,0,TN,-1.0,37300,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,62000,6.875,9,201707.0,C,73,1,F99Q10143221,201902,P,2017-07-01,10,240,T,108958,199903,True,73,0,OH,1.0,43200,9,N,N,SF,9,223,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,56000,7.0,9,201706.0,N,84,1,F99Q10143229,201903,P,2017-06-01,17,240,R,108967,199904,True,84,7,CA,1.0,93200,9,N,N,SF,9,221,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,72000,6.875,9,,N,80,1,F99Q10143237,201902,P,2017-12-01,34,240,T,108976,199903,False,80,0,IL,-1.0,62900,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,23000,7.75,9,,C,75,1,F99Q10143328,201902,P,2017-12-01,36,240,T,109068,199903,False,75,0,TN,-1.0,38100,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,51000,7.25,9,,N,68,2,F99Q10143341,201902,I,2017-12-01,999,240,T,109082,199903,False,68,0,NY,-1.0,14200,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,68000,6.75,9,,N,75,1,F99Q10143594,202902,P,2017-12-01,44,360,T,109336,199903,False,75,0,MS,-1.0,38700,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,123000,6.75,9,,N,52,1,F99Q10143628,202902,P,2017-12-01,52,360,T,109369,199903,False,52,0,MN,-1.0,55400,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,111000,6.75,9,,N,80,1,F99Q10143632,202903,P,2017-12-01,17,360,R,109374,199904,False,80,0,NM,-1.0,87500,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,69000,7.5,9,,N,75,1,F99Q10143646,202902,P,2017-12-01,25,360,T,109389,199903,False,75,0,TN,-1.0,37000,9,N,N,MH,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,34000,7.75,9,,C,80,1,F99Q10143653,202902,P,2017-12-01,37,360,T,109396,199903,False,80,0,IN,-1.0,46200,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,32000,6.5,9,,N,66,1,F99Q10143662,202902,P,2017-12-01,16,360,T,109406,199903,False,66,0,TX,-1.0,77000,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,54000,6.5,9,,N,80,1,F99Q10143670,202902,P,2017-12-01,13,360,T,109415,199903,False,80,0,NC,-1.0,27600,9,N,N,CO,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,88000,6.5,9,,C,80,1,F99Q10143678,202903,P,2017-12-01,47,360,T,109424,199904,False,80,0,AR,-1.0,72000,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,80000,6.375,9,,N,75,1,F99Q10143695,202903,P,2017-12-01,24,360,T,109442,199904,False,75,0,PA,-1.0,19000,9,N,N,SF,9,227,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,74000,6.5,9,,C,80,1,F99Q10143696,202902,P,2017-12-01,19,360,T,109444,199903,False,80,17,NM,-1.0,87100,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,68000,6.5,9,,P,95,1,F99Q10143709,202902,P,2017-12-01,39,360,T,109458,199903,False,95,30,GA,-1.0,31200,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,78000,6.625,9,,C,78,1,F99Q10143710,202903,P,2017-12-01,33,360,T,109460,199904,False,78,0,OR,-1.0,97300,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,60000,6.625,9,,C,70,1,F99Q10143726,202902,P,2017-12-01,39,360,T,109477,199903,False,70,0,AZ,-1.0,85700,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,68000,6.5,9,,N,78,1,F99Q10143728,202402,P,2017-12-01,26,300,R,109480,199903,False,78,0,NC,-1.0,27500,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,66000,6.5,9,,C,59,1,F99Q10143783,202903,P,2017-12-01,17,360,T,109536,199904,False,59,0,WA,-1.0,98300,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,30000,6.375,9,,C,60,1,F99Q10143786,202902,P,2017-12-01,39,360,T,109540,199903,False,60,0,MN,-1.0,55400,9,N,N,CO,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,85000,7.0,9,201705.0,N,80,1,F99Q10143807,202902,P,2017-05-01,23,360,R,109560,199903,True,80,0,MO,1.0,64000,9,N,N,PU,9,221,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,54000,7.0,9,,C,74,1,F99Q10143814,202902,P,2017-12-01,43,360,T,109568,199903,False,74,0,NC,-1.0,28600,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,50000,7.0,9,,C,39,1,F99Q10143880,202902,P,2017-12-01,13,360,T,109635,199903,False,39,0,IL,-1.0,60800,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,50000,6.875,9,,P,65,1,F99Q10143883,202902,P,2017-12-01,14,360,T,109639,199903,False,65,0,FL,-1.0,33000,9,N,N,CO,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,53000,6.875,9,,N,67,1,F99Q10143887,202902,P,2017-12-01,42,360,T,109644,199903,False,67,0,NM,-1.0,87100,9,N,N,CO,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,50000,6.875,9,,P,62,1,F99Q10143892,202902,P,2017-12-01,29,360,T,109650,199903,False,62,0,NJ,-1.0,7700,9,N,N,CO,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
Y,2,38000,6.875,9,,P,95,1,F99Q10143910,202903,P,2017-12-01,11,360,T,109668,199904,False,95,30,AL,-1.0,36900,9,N,N,SF,9,227,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,240000,7.0,9,,C,54,1,F99Q10143977,202902,P,2017-12-01,23,360,T,109736,199903,False,54,0,CA,-1.0,93900,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,44000,7.25,9,,C,43,1,F99Q10144012,202903,P,2017-12-01,22,360,T,109772,199904,False,43,0,OK,-1.0,74100,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,60000,7.375,9,,C,40,1,F99Q10144014,202902,P,2017-12-01,52,360,R,109775,199903,False,40,0,MD,-1.0,20700,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,43000,7.25,9,,N,65,1,F99Q10144028,202902,P,2017-12-01,16,360,T,109790,199903,False,65,0,MI,-1.0,48000,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,88000,7.25,9,,C,85,1,F99Q10144171,202902,P,2017-12-01,21,360,T,109879,199903,False,85,14,MT,-1.0,59400,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,162000,6.875,9,,C,90,1,F99Q10144226,201902,P,2017-12-01,39,240,T,109902,199903,False,90,30,NY,-1.0,10400,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,82000,6.875,9,,C,85,1,F99Q10144251,202902,P,2017-12-01,12,360,T,109911,199903,False,85,12,OH,-1.0,44600,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,43000,6.75,9,,C,85,1,F99Q10144256,202902,P,2017-12-01,8,360,T,109917,199903,False,85,12,OH,-1.0,44400,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,57000,7.25,9,,P,90,1,F99Q10144390,202902,I,2017-12-01,12,360,R,109962,199903,False,90,30,TX,-1.0,75100,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,54000,7.125,9,,C,75,3,F99Q10144467,201902,I,2017-12-01,6,240,T,109987,199903,False,75,0,NY,-1.0,14000,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,112000,7.125,9,,C,80,1,F99Q10144468,202902,P,2017-12-01,38,360,T,109989,199903,False,80,0,NY,-1.0,14100,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,135000,7.25,9,,C,65,3,F99Q10144480,202902,I,2017-12-01,27,360,R,109993,199903,False,65,0,CA,-1.0,90000,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,102000,7.875,9,,C,86,1,F99Q10144582,202902,P,2017-12-01,23,360,T,110025,199903,False,86,29,KY,-1.0,40700,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,66000,7.75,9,201711.0,C,74,2,F99Q10144696,202902,I,2017-11-01,32,360,T,110073,199903,True,74,0,PA,1.0,19100,9,N,N,SF,9,227,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,64000,7.625,9,201711.0,P,80,1,F99Q10144729,202902,I,2017-11-01,31,360,T,110085,199903,True,80,0,CT,1.0,6100,9,N,N,SF,9,227,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,59000,7.875,9,,P,90,1,F99Q10144756,202902,I,2017-12-01,42,360,T,110104,199903,False,90,25,TX,-1.0,76700,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,124000,7.375,9,,P,80,2,F99Q10144801,202902,I,2017-12-01,13,360,T,110118,199903,False,80,0,OR,-1.0,97100,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,36000,7.75,9,,P,90,1,F99Q10144832,202902,I,2017-12-01,10,360,T,110131,199903,False,90,25,TN,-1.0,38100,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,58000,7.75,9,,P,80,1,F99Q10144849,202902,I,2017-12-01,5,360,T,110139,199903,False,80,0,OK,-1.0,73000,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,36000,7.5,9,,C,75,1,F99Q10144898,202403,I,2017-12-01,35,300,R,110160,199904,False,75,0,KY,-1.0,40200,9,N,N,SF,9,227,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,30000,7.5,9,,C,75,1,F99Q10144905,202902,I,2017-12-01,40,360,T,110166,199903,False,75,0,LA,-1.0,70600,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,31000,7.5,9,,C,75,1,F99Q10144906,202902,I,2017-12-01,41,360,T,110168,199903,False,75,0,LA,-1.0,70600,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,31000,7.5,9,,C,75,1,F99Q10144907,202902,I,2017-12-01,41,360,T,110170,199903,False,75,0,LA,-1.0,70600,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,45000,8.125,9,,P,90,2,F99Q10144975,202902,I,2017-12-01,29,360,T,110196,199903,False,90,25,NY,-1.0,12000,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,55000,8.5,9,,C,74,2,F99Q10145150,202902,I,2017-12-01,5,360,T,110298,199903,False,74,0,OK,-1.0,73100,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,41000,8.5,9,,C,74,1,F99Q10145166,202902,I,2017-12-01,8,360,T,110310,199903,False,74,0,TN,-1.0,38100,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,106000,6.0,9,,N,89,1,F99Q10145323,202902,P,2017-12-01,38,360,T,110442,199903,False,89,25,TX,-1.0,77300,9,N,N,SF,9,228,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,97000,5.75,9,,C,22,1,F99Q10145326,202903,P,2017-12-01,26,360,T,110446,199904,False,22,0,CA,-1.0,95000,9,N,N,SF,9,227,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,72000,7.375,9,201706.0,C,75,1,F99Q10145368,202902,P,2017-06-01,10,360,T,110479,199903,True,75,0,FL,1.0,34600,9,N,Y,SF,9,222,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,90000,6.875,9,201703.0,C,63,1,F99Q10145455,201903,P,2017-03-01,32,240,R,110567,199904,True,63,0,OR,1.0,97200,9,N,N,SF,9,218,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,45000,6.75,9,,C,80,1,F99Q10145577,202902,P,2017-12-01,47,360,T,110690,199903,False,80,17,NC,-1.0,27300,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,1,84000,6.75,9,,N,47,1,F99Q10145590,202902,P,2017-12-01,54,360,T,110704,199903,False,47,0,TX,-1.0,76900,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,78000,6.5,9,,P,80,1,F99Q10145655,202903,P,2017-12-01,10,360,R,110768,199904,False,80,0,AL,-1.0,36600,9,N,N,SF,9,227,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,1,86000,6.5,9,,C,62,1,F99Q10145724,202903,P,2017-12-01,40,360,T,110838,199904,False,62,0,CA,-1.0,93700,9,N,N,PU,9,227,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,65000,7.0,9,,N,26,1,F99Q10145760,202902,P,2017-12-01,43,360,T,110872,199903,False,26,0,IL,-1.0,60000,9,N,N,PU,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
N,2,41000,7.0,9,,N,70,1,F99Q10145852,202903,P,2017-12-01,23,360,T,110964,199904,False,70,0,AL,-1.0,36700,9,N,N,SF,9,227,FRM,Other servicers,"COUNTRYWIDE HOME LOANS, INC."
N,2,38000,7.0,9,,N,75,1,F99Q10145857,202902,P,2017-12-01,35,360,T,110970,199903,False,75,0,OK,-1.0,73000,9,N,N,SF,9,228,FRM,"BANK OF AMERICA, N.A.","COUNTRYWIDE HOME LOANS, INC."
